Hướng;Đường trước nhà(m);Loại BDS;Pháp lý;Số lầu;Số phòng ngủ;Giá(Tỷ);Diện tích(m2);Địa chỉ;Tỉnh/ Thành phố;Quận/ Huyện;Mật độ dân số (người/km²);GDPD(%)
_;3.0;2;1;5;6;6.5;52.0; Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;3.0;2;1;4;4;4.0;34.0; Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;5;3;3.0;30.0; Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;2.0;2;1;4;3;2.0;17.0; Phố Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;6;4;7.0;38.0; Phố Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;2;1;4;2;2.4;20.0; Đường Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
_;3.0;2;1;4;2;2.3;25.0; Đường Bạch Đằng, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
_;2.0;2;1;5;3;3.5;42.0; Đường Tam Trinh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;3.0;2;1;4;4;7.5;50.0; Phố Bạch Đằng, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;4.0;2;1;4;4;6.0;36.0; Đường Lãng Yên, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;4.0;2;1;4;4;9.0;65.0; Đường Tây Kết, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;40.0;1;0;5;10;71.0;171.0; Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;20.0;1;1;1;2;10.99;88.0; Đại lộ 3, Phường Phước Bình, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;6.0;2;1;4;4;5.1;55.0; Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;5.0;2;0;5;4;4.9;57.0; Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;6.0;2;1;3;3;8.9;99.0; Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;5.0;2;1;3;3;4.5;56.0; Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;12.0;0;0;4;6;20.0;200.0; Đường Ngô Huy Quỳnh, Phường Việt Hưng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;15.0;1;0;6;6;10.5;52.0; Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
_;6.0;2;1;5;4;7.2;60.0; Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;6.0;1;1;1;5;9.7;125.0; Đường Số 3, Phường 9, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;6.0;2;0;6;6;4.7;65.0; Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;5.0;0;1;3;5;10.5;136.0; Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;1;1;6;7;17.6;62.0; Đường Nguyễn Khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;8.0;1;1;10;15;25.5;104.0; Phố Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;6.0;2;1;5;6;9.9;62.0; Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;2;1;5;5;11.4;60.0; Đường Yên Lãng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;2;1;5;56;10.9;72.0; Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;2;1;5;6;10.8;72.0; Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;8.0;1;1;5;6;12.5;56.0; Đường Đê La Thành, Phường Thổ Quan, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;2;1;4;4;13.5;66.0; Phố Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;6;3;6.8;58.0; Đường Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;5.0;2;1;7;6;15.5;63.0; Phố Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;5.0;2;1;5;4;16.2;73.0; Phố Thái Hà, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;25.0;1;1;5;4;39.5;76.0; Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;6.0;2;0;6;4;18.0;61.0; Đường Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;6.0;1;1;5;6;26.0;108.0; Phố Thái Hà, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;8.0;2;1;5;5;12.9;48.0; Phố Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;6.0;2;1;8;17;25.0;115.0; Đường Tam Khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;25.0;1;1;8;8;34.0;176.0; Đường Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;5.0;2;1;5;5;10.8;61.0; Phố Tôn Đức Thắng, Phường Thổ Quan, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;2;1;4;5;9.8;122.0; Đường Trường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;10.0;1;1;2;3;4.0;110.0; Đường Trần Nhân Tông, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
_;6.0;1;1;9;10;34.9;152.0; Đường An Thượng 31, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;2.0;2;1;2;2;2.1;50.0; Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
_;8.0;1;1;1;2;5.9;90.0; Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng;8;Thanh Khê;19.48;2.58
_;8.0;1;1;2;4;4.0;150.0; Đường Đồng Kè, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng;8;Liên Chiểu;2.616;2.58
_;8.0;1;1;1;2;6.999;150.0; Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;8.0;1;1;4;6;9.9;70.0; Đường An Thượng 29, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;6.0;1;1;5;6;6.9;52.0; Đường An Thượng 5, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;10.0;1;1;2;6;11.5;90.0; Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;30.0;0;1;3;6;31.0;200.0; Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;40.0;1;1;2;3;5.9;116.0; Đường Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng;8;Thanh Khê;19.48;2.58
_;15.0;1;1;6;5;12.0;90.0; Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng;8;Thanh Khê;19.48;2.58
_;3.0;2;1;3;3;4.1;61.0; Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;15.0;1;1;2;3;6.5;103.0; Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
_;20.0;1;1;2;3;4.999;66.0; Đường Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng;8;Liên Chiểu;2.616;2.58
_;7.0;2;1;4;4;15.8;82.0; Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;15.0;1;1;4;4;18.5;58.0; Phố Hoàng Cầu, Phường Trung Liệt, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;25.0;1;1;4;4;22.5;65.0; Phố Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;21.0;1;1;5;4;30.5;58.0; Phố Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;21.0;1;1;5;4;39.5;71.0; Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;10.0;1;0;4;3;22.5;54.0; Phố Vọng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;21.0;1;1;1;1;24.5;105.0; Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;24.0;1;1;2;2;9.8;60.0; Đường Tô Hiệu, Phường Hồ Nam, Quận Lê Chân, Hải Phòng;4;Lê Chân;18.467;10.34
_;7.0;1;0;5;4;8.8;58.0; Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;7.0;2;1;3;4;31.0;142.0; Phố Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;15.0;1;1;4;6;22.5;52.0; Đường Thiên Hiền, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;5.0;2;1;4;4;3.6;32.0; Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;10.0;1;0;3;3;26.0;62.0; Phố Chùa Vua, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;21.0;1;1;3;3;16.5;78.0; Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;11.0;1;1;4;3;15.5;56.0; Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;20.0;1;0;3;3;54.0;120.0; Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;11.0;1;1;4;3;15.8;56.0; Phố Đông Các, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;2;1;4;3;5.6;29.0; Phố Trần Phú, Phường Điện Biên, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
Đông;10.0;1;1;3;4;11.5;100.0; Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
Tây;4.0;2;1;4;21;13.5;280.0; Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;7.0;2;1;2;3;7.5;40.0; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;6.0;2;1;3;3;8.7;45.0; Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;7.0;1;0;5;3;11.8;46.0; Đường Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;2;5;8.5;70.0; Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, Hồ Chí Minh;7;Quận 3;38.852;5.81
_;5.0;2;1;3;5;6.9;52.0; Đường Lãnh Bình Thăng, Phường 13, Quận 11, Hồ Chí Minh;7;Quận 11;41.15;5.81
_;7.0;1;0;4;3;11.8;39.0; Phố Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;12.0;1;0;5;7;28.0;85.0; Đường Trường Sa, Phường 14, Quận Phú Nhuận, Hồ Chí Minh;7;Phú Nhuận;33.461;5.81
_;7.0;1;0;7;13;19.0;88.0; Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;20.0;1;0;9;9;147.0;195.0; Đường Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;1;2;3.0;40.0; Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;10.0;1;0;4;4;45.0;114.0; Phố Mai Hắc Đế, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;1;2;2.25;24.0; Đường Huỳnh Văn Chính, Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;15.0;1;0;3;3;39.0;118.0; Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;6.0;1;1;5;6;26.0;150.0; Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;40.0;1;1;2;4;13.2;80.0; Đường Trần Thị Ngôi, Phường 4, Quận 8, Hồ Chí Minh;7;Quận 8;22.118;5.81
_;10.0;1;0;5;4;18.5;71.0; Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;10.0;1;0;13;13;74.0;118.0; Phố Bùi Thị Xuân, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;4.0;2;1;3;4;5.2;36.0; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;20.0;1;0;2;2;32.5;88.0; Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;7.0;1;0;3;4;38.0;119.0; Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;5;3;3.95;32.0; Ngõ 318 Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;20.0;1;0;5;4;22.5;54.0; Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;10.0;1;0;1;1;8.3;100.0; Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;4.0;2;0;5;4;3.3;35.0; Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;10.0;1;0;3;2;26.0;62.0; Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;5.0;2;0;3;4;14.0;46.0; Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;0;5;3;4.7;35.0; Ngõ Quỳnh, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;7.0;1;0;6;4;14.8;54.0; Phố Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;10.0;1;0;2;2;36.0;182.0; Phố Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;2;0;6;6;6.5;40.0; Đường Lê Văn Hiến, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;20.0;1;0;4;3;50.0;168.0; Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;9.0;0;1;7;6;30.0;120.0; Đường Lâm Hạ, Phường Bồ Đề, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;20.0;1;0;5;4;30.5;53.0; Phố Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;10.0;1;0;5;4;49.0;101.0; Phố Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;20.0;1;0;4;3;31.0;55.0; Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;12.0;1;1;1;4;8.98;200.0; Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;7;Hóc Môn;4.966;5.81
_;16.0;2;1;4;7;6.99;105.0; Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;11.0;0;0;4;4;3.45;48.0; Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;11.0;1;1;4;4;3.25;47.0; Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;10.0;1;1;4;3;4.65;50.0; Đường Cầu Bính, Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Tây Nam;2.0;2;1;1;2;2.3;48.0; Đường Hà Nội, Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;2.0;2;1;3;3;2.2;84.0; Đường Cam Lộ, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
_;3.0;2;1;3;3;1.9;47.0; Đường Quỳnh Cư, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
_;6.0;2;1;3;5;13.5;79.0; Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;7.0;2;0;7;6;14.0;85.0; Phố Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;20.0;1;0;10;10;80.0;164.0; Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;2.0;2;1;3;3;4.55;47.0; Phố An Trạch, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;20.0;1;0;2;2;70.0;126.0; Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;5.0;1;1;3;3;2.7;49.0; Đường An Chân, Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;11.0;1;1;3;3;4.4;60.0; Đường Cầu Bính, Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;8.0;1;1;4;3;5.65;54.0; Đường An Lạc, Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Nam;12.0;1;1;4;5;11.2;96.0; Đường Chi Lăng, Phường Thượng Lý, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
_;20.0;1;0;2;3;110.0;270.0; Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;3.0;2;1;5;3;5.3;36.0; Phố Đông Tác, Phường Phương Mai, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;10.0;1;0;6;10;47.0;99.0; Phố Huế, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;2;1;5;4;5.5;41.0; Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;7.0;1;0;1;1;16.0;63.0; Phố Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;6.0;2;1;3;3;7.9;90.0; Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;4.0;2;1;4;4;5.6;66.0; Phố Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;10.0;1;0;2;3;41.0;140.0; Phố Lê Quý Đôn, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;30.0;2;1;4;3;6.8;27.0; Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;7.0;0;1;5;5;8.98;75.0; Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;3.0;2;0;4;4;4.5;40.0; Phố Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;6.0;2;1;4;4;6.0;40.0; Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;10.0;1;0;5;4;4.9;40.0; Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;12.0;1;1;4;4;19.5;61.0; Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;2.0;2;1;4;4;6.3;41.0; Phố Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;20.0;1;0;4;4;28.0;60.0; Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;6.0;2;1;2;4;18.5;96.0; Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;20.0;1;0;7;4;26.5;61.0; Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;2;1;5;4;3.7;38.0; Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;5.0;2;1;4;5;4.5;48.0; Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;4;4;2.65;38.0; Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;4.0;2;1;4;4;3.45;555.0; Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;5;4;2.4;32.0; Xã Vân Canh, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;3.0;2;1;5;4;3.05;34.0; Đường Sa Đôi, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;4;3;2.4;36.0; Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;4;3;3.1;45.0; Đường Sa Đôi, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;4;4;3.2;42.0; Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;5;4;2.7;34.0; Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;4.0;2;1;1;2;2.05;36.0; Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;4.0;2;1;4;4;3.1;43.0; Tỉnh Lộ 422B, Xã Vân Canh, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;3.0;2;1;4;4;2.4;46.0; Đường Quốc lộ 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;4.0;2;1;5;4;2.35;35.0; Đường Quốc lộ 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;8.0;1;1;5;4;4.46;40.0; Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;4;4;3.0;42.0; Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;3.0;2;1;5;4;2.55;38.0; Đường Quốc lộ 32, Xã Di Trạch, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;3.0;2;1;4;4;2.95;42.0; Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
